num,id_unique,nameuser,ratinguser,dateuser,textreviewuser,propertyinfo,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,propertytype,ratingprop,good_label,conve_label,impre_label,superb_label,propertylabel,reviewamount,randomrate,propertyaddress,longitude,latitude,landmarknear,,,
714,481999,Mila K.,8.5,08-Nov-21,"I had wonderful moment , consists of good service, nice people, clean room, delicious breakfast.... All in one place!! Thankyou!! Can't wait to stay there next time…",Mitra Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,5306,5,"Jalan W.R. Supratman No. 98, Cibeunying, Bandung, Jawa Barat, Indonesia, 40122",-6.9019507,107.6273712,Geological Museum,,,
242,487783,ht bintoro,9.7,21-Dec-21,,The Luxton Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,5030,4,"Jalan Ir. H. Juanda No. 18, Citarum , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9038207,107.6114055,Sate Building,,,
426,507203,Rissa R.,8.5,08-Jan-21,,Tibera Taman Cibeunying,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,2617,5,"Jalan Taman Cibeunying Selatan No.7, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40104",-6.9081216,107.6261752,Sate Building,,,
277,509299,Ning B.,8.5,14-Nov-20,,The Palais Dago Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1447,4,"Jl. Ir. H. Djuanda No. 90 Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8638594,107.6262114,Sate Building,,,
1725,523749,Eko R.,8.5,19-Sep-21,,Villa panorama 23,0,0,0,0,0,0,0,1,VILLAS,8.5,0,0,1,0,Impressive,10,4,"Jl. Raya Tangkuban Perahu Komplek Panorama Indah No. 23 B Kec. Lembang Kab. Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8145434,107.6229532,Kawah Putih,,,
1585,529790,Shafira K.,8.5,31-Aug-19,just spent 85.000 you got a perfect room!__,OYO 677 Rianes Family Guest House,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,146,4,"Jl. Cilumber No.34, Cibogo, Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.806983,107.639426,Kawah Putih,,,
2354,530395,Wiska y.,9.7,16-Aug-20,Very comfortable all the villa rooms make it really cool and calm.,1 BR Mountain View Villa with a private pool 1,0,0,0,1,0,0,0,0,HOTELS,9,0,0,1,0,Impressive,30,4,"Jalan Bukit Cemara Elok No. 8, Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40134",-6.8618995,107.6509429,Taman Hutan Raya Juanda,,,
2355,530448,Eko S.,9.7,17-Jul-20,"Cleanliness, great comfort, facilities can also be complete, but if there is a pool table and karaoke, the PSTI is even more solid ... really, next time I will definitely come here again ...",0 BR Mountain View Villa with a private pool 1,0,0,0,1,0,0,0,0,HOTELS,9,0,0,1,0,Impressive,30,3,"Jalan Bukit Cemara Elok No. 8, Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40134",-6.8675325,107.6352826,Taman Hutan Raya Juanda,,,
1156,547251,Dedeh R. F.,6.2,25-Mar-21,"It is a pity that the villa is poorly maintained, lots of flies and cobwebs in the bathroom. Poor parking arrangement, it's difficult to get in and out of the car .",De Bloem Lake View,1,0,0,0,0,0,0,0,RESORTS,8.1,0,0,1,0,Impressive,43,4,"Jl. Situ Cileunca, Pangalengan Kab. Bandung – Indonesia, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.185445,107.5577528,Kawah Putih,,,
1623,555200,Aulia D.,8.5,13-Feb-21,,Hotel Alpha Classica,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,1322,4,"Jalan Tangkuban Perahu No.25, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8111488,107.6241098,Kawah Putih,,,
1535,562236,Karina N. H.,8.5,15-Feb-19,"The room was spacious, fully equipped, and clean. Despite the fact that they don't provide buffet menu for breakfast on weekdays, the breakfast menu was delicious! We know now where to stay in Cikole!",Sindang Reret Cikole,1,0,0,0,0,0,0,0,RESORTS,8.3,0,0,1,0,Impressive,305,5,"Jalan Raya Cikole KM 22, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.788926,107.641402,Kawah Putih,,,
1031,564170,egi w.,8.5,14-Oct-19,"The place is comfortable, strategic location close to tourist attractions, the facilities are okay, the bathroom has warm water. Perfect for the fir family.",ALI1 Pondok Orange 1 Ciwidey,0,0,0,0,0,1,0,0,HOMESTAYS,8.8,0,0,1,0,Impressive,85,5,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,Kawah Putih,,,
646,572538,Fanni,9.7,16-Feb-22,,ibis Styles Bandung Grand Central,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,1513,5,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia, 40114",-6.9006712,107.6174754,Geological Museum,,,
1014,573374,Nopta K. Y.,8.5,29-Mar-21,"the place is clean, nice adeuummmm, only minus the hot water for bathing __",ALI2 Pondok Orange 1,0,0,0,0,0,1,0,0,HOMESTAYS,8.9,0,0,1,0,Impressive,36,2,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung , Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,Kawah Putih,,,
1723,574475,Siau L.,10,24-Oct-17,"Good nice service, cozy place",Villa Istana Bunga - Rotensia,0,0,0,0,0,0,0,1,VILLAS,8.1,0,0,1,0,Impressive,4,3,"Jalan Kolonel Masturi km 9, Parompong Cisarua ( Komplek Rotensia Villa Istana Bunga), Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.8293023,107.5542432,Kawah Putih,,,
1478,587159,Beatrix J.,6.1,05-Nov-21,"The staff is friendly, parking is ok, but the signpost is not big enough & it's blurry so the inn is a bit hard to find. Towels are also lacking. Did you know in the booking that there were 2 guests, but only 1 towels were given. Then another drawback is that there is no fan. For that price, there should at least be a fan.",OYO 2141 Pondok Pulo Sari 0,0,0,0,1,0,0,0,0,HOTELS,8,0,1,0,0,Convenient,68,5,"Jl. Sari Alam,41281,Subang,West Java, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7392093,107.6589944,Kawah Putih,,,
2441,594569,Yovan H.,9.1,14-Mar-22,,Clove Garden Hotel & Residence,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,14487,5,"Jl. Awiligar Raya Dago Pakar II Bandung Jawa Barat 40191, Dago, Bandung, Jawa Barat, Indonesia, 40190",-6.8746722,107.64137,Taman Hutan Raya Juanda,,,
1111,594724,Firmansyah,8.5,05-May-19,,Sindang Reret Hotel Ciwidey,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,329,4,"Jalan Raya Ciwidey Km 25 Pasir Jambu, Ciwidey, Bandung, Jawa Barat, Indonesia",-7.0833631,107.4827902,Kawah Putih,,,
1524,594744,Dhe H.,9.1,24-Jun-19,"I got a less fortunate room, rooms 313 & 314, room 313 the TV has no picture only the sound, the toilet smells & there is no toilet tissue, the floor of the room is a bit dirty (Like a room that is rarely used. And for Room 314 the room door slot there is no shower, so it cannot be locked. Oh yes, for the 2nd room door, it is very difficult to lock, so you leave the room with the room unlocked.",Sindang Reret Cikole,1,0,0,0,0,0,0,0,RESORTS,8.3,0,0,1,0,Impressive,305,4,"Jalan Raya Cikole KM 22, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.788926,107.641402,Kawah Putih,,,
2505,601018,Utari C. L.,10,04-Apr-22,We had a pleasant stay at Sheraton Bandung. The staffs are friendly. The breakfasts are great! Definitely would recommend to my family and friends to stay here.,Sheraton Bandung Hotel & Towers,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,2102,4,"Jalan Ir. H. Juanda No 390, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8743077,107.6200061,Taman Hutan Raya Juanda,,,
1591,609319,Rizca n. s.,9.7,10-Jun-21,,Syariah Runia Villa,0,0,0,0,0,0,0,1,VILLAS,9,0,0,1,0,Impressive,18,4,"jl kolonel masturi km4,lembang asri ,nagrak tengah, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7992762,107.5975954,Kawah Putih,,,
1971,611893,Indra s.,5.1,04-Mar-22,"Room was dirty and a lot of defect. Linen and towel spot, not recomended.",The Naripan Hotel by KAGUM Hotels,0,0,0,1,0,0,0,0,HOTELS,8.1,0,1,0,0,Convenient,3094,4,"Jln Naripan 31 - 35 Bandung, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9196914,107.6118217,"Braga, Asia Afrika",,,
137,617242,nur a.,10,10-Oct-21,"I like the minimalis design of the room. At first I had complaint about the bathroom smell. But good that the officer quickly responded to my complaint. And I even love the smell of the room, smell of clean with a bit of alcohol/flowery/musk fragrance.",Citarum Hotel,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,1737,5,"Jalan Citarum No. 16, Riau Street, Bandung, Jawa Barat, Indonesia",-6.9044631,107.6231043,Sate Building,,,
1659,619010,Dadan I.,5.8,08-Dec-20,Staf is friendly but hotel clenlynes is bad,Saung Balibu Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1190,5,"Jalan Tangkuban Perahu No. 168 Cibogo - Cikole Lembang - Bandung, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8091287,107.6464558,Kawah Putih,,,
324,624672,Andika S. N.,6.1,06-Nov-21,I'm very disappointed because of my ordered is deluxe queen but in fact I have got twin bed that modified like queen bed (1 bed) and there is not information to me before. I realized when I woke up in the morning. Breakfast has not variety,Hotel Santika Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,2546,4,"Jl Sumatera 52-54 , Merdeka, Bandung, Jawa Barat, Indonesia, 40105",-6.9085377,107.6118816,Sate Building,,,
1674,634906,Salsabila N. F.,8.5,03-Nov-21,,Villa de Rossa,0,0,0,0,0,0,0,1,VILLAS,8.6,0,0,1,0,Impressive,2930,5,"Jalan Panorama 1 No. 34-36, Lembang, Kayuambon, Lembang, Kabupaten Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8148527,107.622976,Kawah Putih,,,
146,661917,Restu P. N.,8.5,16-Feb-22,,Ivory Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.8,0,0,1,0,Impressive,4235,3,"Jl.Bahureksa no 3 Bandung , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9049747,107.6139818,Sate Building,,,
1566,670682,Stefvina W.,9.4,01-Mar-19,,Hotel & Banquet Panorama Lembang,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,330,4,"Jalan Tangkuban Perahu No 29, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8105882,107.6244453,Kawah Putih,,,
1161,679709,Yazid A. S.,8.5,10-Dec-21,"Perfect place, near the lake. Easy to find.",OYO 2961 ARTANA BED & BREAKFAST,0,0,0,0,0,1,0,0,HOMESTAYS,7.4,0,1,0,0,Convenient,51,4,"Jl. Raya Situ Cileunca Rt.04 Rw.09 Kampung Cibeunying, Desa, Warnasari, Kec. Pangalengan, Bandung, Kabupaten Bandung, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1939176,107.5455582,Kawah Putih,,,
1114,698606,Rezita D. A.,9.7,08-Jul-18,"Good stay at M Premiere. The room was very clean and I got hairdryer, LoL. Unfortunately the main lamp was broken. The food were good, I love the snapper!",Sindang Reret Hotel Ciwidey,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,329,4,"Jalan Raya Ciwidey Km 25 Pasir Jambu, Ciwidey, Bandung, Jawa Barat, Indonesia",-7.0833631,107.4827902,Kawah Putih,,,
1890,701057,Toni M.,9.7,25-Aug-21,Wonderfull,Emaki Almasoem Resort,1,0,0,0,0,0,0,0,RESORTS,8.4,0,0,1,0,Impressive,74,4,"jl. Suka senang, Desa Cibogo, Kecamatan Lembang Kabupaten Bandung Barat , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8147253,107.6355559,Kawah Putih,,,
402,709990,Dinniar F.,8.5,01-Feb-22,"Nice room, great services. So far was good.",THE 1O1 Bandung Dago,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,12255,5,"Jl. Ir H. Juanda No. 3 , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.8629693,107.6236014,Sate Building,,,
2102,713475,herlina h.,9.7,10-Dec-17,"The villa is clean and huge, full kitchen equipment.",6 BR Hill View Villa with a private pool 1,0,0,0,0,0,0,0,1,VILLAS,8.9,0,0,1,0,Impressive,30,5,"Jalan Dago Pakar Permai 2 No. 53E, Resor Dago Pakar, Dago Atas, Bandung, Jawa Barat, Indonesia",-6.8660978,107.6358543,Taman Hutan Raya Juanda,,,
2585,713741,agustiana,8.5,08-Apr-21,,Concordia Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.4,0,0,1,0,Impressive,408,5,"Jalan Rancabentang No 2 Ciumbuleuit - Cidadap, Ciumbuleuit, Bandung, Jawa Barat, Indonesia, 40141",-6.8710311,107.6091051,Taman Hutan Raya Juanda,,,
2586,713758,heni s.,8.5,03-Mar-21,,Concordia Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.4,0,0,1,0,Impressive,408,5,"Jalan Rancabentang No 2 Ciumbuleuit - Cidadap, Ciumbuleuit, Bandung, Jawa Barat, Indonesia, 40141",-6.8710311,107.6091051,Taman Hutan Raya Juanda,,,
2528,713777,Dian H.,8.4,06-Nov-19,,Rumah Syariah & Kolam Renang Bugenville Guesthouse,0,0,0,0,0,1,0,0,HOMESTAYS,8.5,0,0,1,0,Impressive,475,5,"Jln. Awiligar Raya no. 246 Rt 03 Rw 11, Dago, Bandung, Jawa Barat, Indonesia, 40190",-6.8762365,107.6176658,Taman Hutan Raya Juanda,,,
2187,722152,Dina A.,9.7,29-Mar-22,,Dago Heuvel Resort and Villa,0,0,0,0,0,0,0,1,VILLAS,8.4,0,0,1,0,Impressive,492,5,"Jl.Ciburial Indah No.45, Dago Pakar, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40188",-6.8599688,107.642993,Taman Hutan Raya Juanda,,,
1719,731022,Evin Y.,6,15-Nov-21,"(-) There is no hot shower. Bed damp and lots of stains. The bathroom seemed dirty and worn to the point of yellowing. Good to replace. The room looks dirty, worn and old, when I'm alone. Wouldn't dare, it's a lot of luck. (+) The staff and guard are good and on standby. The glass doors and windows are wide, I like it. There is a play ground for children. Hot water dispenser is provided. Parking is quite spacious. Right beside the hotel there is an eating house and souvenir center. Early in the morning there were horses and sellers of berries.",Villa Enggal Lembang,0,0,0,0,0,0,0,1,VILLAS,8.3,0,0,1,0,Impressive,238,4,"Jalan. Tangkuban Perahu No. 140 - 142, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8093178,107.6460202,Kawah Putih,,,
2,735298,Rizal P.,9.4,28-Mar-22,"First time stays at this really central located hotel, we booked the Deluxe City View and asked for the high floor to have a better view, it was really a stunning view from the balcony and window. They gave us the room no 1032, its headed to East (just in front of the Gasibu park) and the side window is headed to North (Dago and Mt Tangkuban Perahu view). The room size is just perfect with large modern IPTV and other facilities but the bathroom size is really small (1x1,5) for a 5* hotel, even the 4* hotel have much bigger bathroom. The other issues is the sound proof is really bad, the noise from the busy street and Gasibu park below is clearly heard in the room and its really dissapointing for a 5* hotel. The parking lots is huge, I guess its the biggest basement parking lot for a hotel in Bandung, maybe its because of next to the hotel is a convention center and they shared the same parking lot, and maybe if there's an event at the convention center then parking will be an issue. Anyway, overall its a pleasent stay at the hotel, and really recommended hotel for leissure or business.",Pullman Bandung Grand Central,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,675,3,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia",-6.9006712,107.6174754,Sate Building,,,
548,740645,Yoyo I.,8.5,06-Jan-20,Nice clean hotel. Room comfortable.,Geulis Boutique Hotel & Cafe,0,0,0,1,0,0,0,0,HOTELS,8.9,0,0,1,0,Impressive,624,5,"Jalan Ir. Haji Juanda No.129, Dago, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8912262,107.6127002,Sate Building,,,
2101,742149,Febby S.,8.5,16-Dec-18,"I booked this villa for a family vacation. The villas are very comfortable to the point that one day feels less, very homey, good view.",6 BR Hill View Villa with a private pool 1,0,0,0,0,0,0,0,1,VILLAS,8.9,0,0,1,0,Impressive,30,5,"Jalan Dago Pakar Permai 2 No. 53E, Resor Dago Pakar, Dago Atas, Bandung, Jawa Barat, Indonesia",-6.8660978,107.6358543,Taman Hutan Raya Juanda,,,
1803,743918,Dimas D. A.,9.1,17-Aug-21,"Great place for the price: spacious, comfy, yet in a walkable distance to city center. Some spot is still under construction while we're here. Don't know why there is no front office, so we're checking in outside. Not a great checking-in experience, but the staff is pretty nice.",Grand Hotel Lembang,0,0,0,1,0,0,0,0,HOTELS,7.8,0,1,0,0,Convenient,2816,4,"Jl. Raya Lembang No. 272, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.811868,107.616338,Kawah Putih,,,
2274,750364,IIN E. P.,9.7,15-Mar-20,"Recommended, New building, New concept Good location Good view",Villa Verna AV4 Dago Village,0,0,0,0,0,0,0,1,VILLAS,8,0,1,0,0,Convenient,14,4,"Jalan Lebak Siuh Dago Pakar Timur Ciburial Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8650382,107.6230564,Taman Hutan Raya Juanda,,,
166,754867,Siti m.,9.1,04-Jan-22,,Bobobox Dago,0,0,0,0,1,0,0,0,CAPSULE HOTEL,8.7,0,0,1,0,Impressive,815,5,"Jalan Sultan Tirtayasa No.11, Citarum, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9024743,107.6129776,Sate Building,,,
873,767270,Anty,8.5,02-Feb-22,,Panen Hotel by Tebu Group,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,137,5,"LLRE Martadinata St No.100, Citarum, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9091967,107.6247343,Geological Museum,,,
108,782346,Lestari,9.4,03-Jan-22,"Very very strategic location, clean room, and good vibes!",Tebu Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,7303,4,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9063202,107.6202605,Sate Building,,,
1701,790289,ROHMAD N. A.,8.5,28-Jan-22,,Pesona Bamboe Lembang,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,5060,5,"Jl Raya Lembang 227, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8122314,107.6158244,Kawah Putih,,,
2371,792091,Andi F.,6.6,27-Sep-16,Passable. For her caretaker villa slow response and unfriendly,Villa Kencana Syariah - 5 Bedroom,0,0,0,0,0,0,0,1,VILLAS,7.9,0,1,0,0,Convenient,7,4,"Jl. Bukit Kencana no. 39, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 41090",-6.8675325,107.6352826,Taman Hutan Raya Juanda,,,
2370,792092,evi,9.7,14-Aug-17,The villa is clean and well maintained. The villa is big enough 3 floors. There were 2 rooms with double queen beds and 2 queen beds + 1 driver room. There is a verandah as well and a lawn can make a picnic.,Villa Kencana Syariah - 5 Bedroom,0,0,0,0,0,0,0,1,VILLAS,7.9,0,1,0,0,Convenient,7,5,"Jl. Bukit Kencana no. 39, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 41090",-6.8675325,107.6352826,Taman Hutan Raya Juanda,,,
2303,810126,Resti d. h.,9.7,05-Jul-20,"A fun vacation spot with family (bring elderly and toddlers). The atmosphere is calm and refreshing. The location is not difficult to find snacks / breakfast. The inn is well groomed with a nice and friendly owner, even allowing us to enter before check-in time, cleanliness is maintained, complete kitchen equipment, smooth hot water, smooth WiFi. Highly recommended and definitely will come back another time.",Villa Mawar Syariah - 3 Bedroom,0,0,0,0,0,0,0,1,VILLAS,9.2,1,0,0,0,Superb,20,4,"Jalan Mawar I no. 31, Cluster Graha Kusuma, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 41090",-6.9174639,107.6191228,Taman Hutan Raya Juanda,,,
2301,810314,Oktaria R.,9.7,08-Mar-21,"Very clean here, all kinds are provided. Betahhhhh",Villa Mawar Syariah - 3 Bedroom,0,0,0,0,0,0,0,1,VILLAS,9.2,1,0,0,0,Superb,20,5,"Jalan Mawar I no. 31, Cluster Graha Kusuma, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 41090",-6.9174639,107.6191228,Taman Hutan Raya Juanda,,,
1822,817963,Muhammad A.,9.7,24-Oct-21,"Cheap, complete facilities. But a little less private.",Costay Bajuri House,0,0,1,0,0,0,0,0,GUEST HOUSES,8.8,0,0,1,0,Impressive,35,3,"Jl melati no 18 jl sersan bajuri, cihideung parongpong bandung barat, Lembang, Bandung, Jawa Barat, Indonesia, 40558",-6.8124798,107.59601,Kawah Putih,,,
